"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1774456272139772211","Sun Mar 31 15:41:40 +0000 2024","0","@legoooAhhh ya jadinya gtu karena semua pada gagap teknologi sampe 7 tahun implementasi hasilnya belum signifikan. kalo di head office hanya sebagai dashboard pemanis saja. modul equipment maintenance penggunaannya hanya sebagai monitoring dan bukan decision-making tools.","1774462070001668595","","humaniore","in","Massachusetts, USA","0","1","0","https://x.com/humaniore/status/1774462070001668595","750916626955075584","humaniore"
"1773983762298351748","Sun Mar 31 15:41:21 +0000 2024","0","@bramkertapati Israel &amp; China menguasai teknologi &amp; ekonomi karena memang mereka pintar. Bangsanya punya kesadaran dan kegigihan janganlah salahkan mereka kalau mereka unggul soal byk hal. Bagi mereka yang teriak terjajah secara ekonomi cukup tanyakan kepada mereka Kalian bisa apa? ","1774461991853478018","","jonathan1306","in","Indonesia","0","0","0","https://x.com/jonathan1306/status/1774461991853478018","61422931","jonathan1306"
"1774436509770490296","Sun Mar 31 15:38:38 +0000 2024","2","@ammarmh_ @redzuanNewsMPB Sama. Saya pun memang akan ikut waktu yang ditetapkan majlis agama dan pastikan waktu telefon tak berubah berapa minit pun dari yang sepatutnya.Syukur zaman teknologi memudahkan.","1774461307942850815","","ammarmh_","in","he/him 🇲🇾","0","0","1","https://x.com/Syakirinnorjaya/status/1774461307942850815","155656203","Syakirinnorjaya"
"1774460555593736344","Sun Mar 31 15:35:38 +0000 2024","1","SNMPTN (gak ngira bakal masuk) 1. fkg unsri (dapet) 2. Teknologi ternak ipb","1774460555593736344","","","in","Taipei City, Taiwan","0","0","0","https://x.com/jeeeannee_/status/1774460555593736344","1619924729560973313","jeeeannee_"
"1773888221723975806","Sun Mar 31 15:33:24 +0000 2024","0","@kleponijo99 @Tietin_Tince @Jim_Lee_77 iya.. self-driving/parking car jg ada teknologi ai nya bang.. makin lama makin canggih.. lalu gabung dgn teknologi robotic.. film terminator bakal jd kenyataan.. kleponijo bakal pny temen ngobrol deh di kamar.. ","1774459990583267618","","kleponijo99","in","Jakarta, Indonesia","0","1","0","https://x.com/amun_ra2/status/1774459990583267618","72599044","amun_ra2"
"1774459841899032916","Sun Mar 31 15:32:48 +0000 2024","0","Sobat! Di tengah kemajuan teknologi yang pesat Erolabs berada di garis depan inovasi dengan deretan game dewasa yang memukau. Jelajahi katalog game mereka yang kaya akan cerita dan grafis luar biasa di sini: [https://t.co/qrddPTp5jC]. #gameandroid #erolabs https://t.co/yALODMrb4Y","1774459841899032916","https://pbs.twimg.com/media/GKAl0n1WkAELnuB.jpg","","in","CP :  -","0","0","0","https://x.com/patutdiretweet/status/1774459841899032916","1026103176","patutdiretweet"
"1774459828208857253","Sun Mar 31 15:32:45 +0000 2024","0","Sobat! Di tengah kemajuan teknologi yang pesat Erolabs berada di garis depan inovasi dengan deretan game dewasa yang memukau. Jelajahi katalog game mereka yang kaya akan cerita dan grafis luar biasa di sini: [https://t.co/fFokMtAUFo]. #gameandroid #erolabs https://t.co/fDgRHnMeZV","1774459828208857253","https://pbs.twimg.com/media/GKAlz5xWIAAitwc.jpg","","in","Indonesia","0","0","0","https://x.com/androidPonsel_/status/1774459828208857253","615964857","androidPonsel_"
"1774459658029375898","Sun Mar 31 15:32:04 +0000 2024","0","gara-gara iseng balik denger lagu 2pm sekarang jadi kangen ngefangirl T_____T skarang mode kangen winner ","1774459658029375898","","","in","any pronouns","0","0","0","https://x.com/_TYLEN0L/status/1774459658029375898","1527366515808317440","_TYLEN0L"
"1773615921669505089","Sun Mar 31 15:29:47 +0000 2024","0","@abinandar2003 @AyaniMel Knp lari ke Borobudur sih....teknologi internet yg kmu nikmati sekarang itu buatan yahudi","1774459082776449423","","abinandar2003","in","West Borneo","0","0","0","https://x.com/andrew643721/status/1774459082776449423","1746197127347548160","andrew643721"
"1774459041110188118","Sun Mar 31 15:29:37 +0000 2024","1","speedtest via wifi tergantung teknologi wifinya dan kekuatan sinyal. kalo router wifi dan gen 5 (ac) atau malah 6 (ax) dan gadget juga support di gen 5 - 6 maka speedtest akan jalan max di area jangkauan optimum wifi.","1774459041110188118","","","in","depan tungku arang","1","2","0","https://x.com/rasndeso/status/1774459041110188118","871951765","rasndeso"
"1774456272139772211","Sun Mar 31 15:18:37 +0000 2024","2","Fase paling amazing di siklus development khususnya di mining itu adalah saat gathering requirement. Usernya banyak banget dari board of director sampai foreman yang bener-bener jauh dari teknologi. Kalo ga detail teliti dan sabar bisa jadi project buang duit perusahaan.","1774456272139772211","","","in","Jakarta Selatan, DKI Jakarta","0","1","0","https://x.com/legoooAhhh/status/1774456272139772211","97832742","legoooAhhh"
"1773628420963926162","Sun Mar 31 15:14:07 +0000 2024","0","@gyubamiee Teknologi bioproses ","1774455138041950523","","gyubamiee","in","","0","0","0","https://x.com/or_cant_do/status/1774455138041950523","1176441482590310400","or_cant_do"
"1774452680771153993","Sun Mar 31 15:13:59 +0000 2024","136","@sosmedkeras Udah 2024 ganti dong bang cara sainganya katanya era teknologi ko masih pake ginian","1774455105041141969","","sosmedkeras","in","Seoul, Republic of Korea","0","16","2","https://x.com/DeniCheco/status/1774455105041141969","1501444501855895556","DeniCheco"
"1774197475391553609","Sun Mar 31 15:12:26 +0000 2024","0","@feedemady Teknologi dan jenis gim banyak berubah tapi winning eleven tetap legend. Pake Inter duet Ibra-Adriano gocek dikit shooting jarak jauh autogoal. https://t.co/cCfw2ZB4sE","1774454714614337676","https://pbs.twimg.com/media/GKAhJ4AaIAAXE5n.jpg","feedemady","in","","0","0","0","https://x.com/putrasambhara/status/1774454714614337676","723439474735079425","putrasambhara"
"1774454287751635417","Sun Mar 31 15:10:49 +0000 2024","0","Ketiga House of Natural Fiber (HONF) Kolektif Seni yang bertujuan untuk membuat ragam karya berbasis media baru dan pengembangan budaya. Selain itu HONF juga berfokus membuat karya yang menggabungkan seni dan teknologi.","1774454307116724704","","GIK_UGM","in","Yogyakarta, Indonesia","0","1","0","https://x.com/GIK_UGM/status/1774454307116724704","1712007853094105088","GIK_UGM"
"1774453846565433729","Sun Mar 31 15:08:59 +0000 2024","0","Halo #SobatDAMRI Kali ini DAMRI sedang menjelajahi masa depan transportasi! Direktur Teknik dan Fasilitas DAMRI Arifin sedang meninjau teknologi #DAMRITinjauARTdiChina #AyoNaikDAMRI #DAMRI #DAMRITakesYouEverywhere https://t.co/iU1Kyu0fab","1774453846565433729","","","in","","0","0","0","https://x.com/BUMNHebatKediri/status/1774453846565433729","1616008716146573315","BUMNHebatKediri"
"1774453513780892099","Sun Mar 31 15:07:40 +0000 2024","4","5 Aplikasi yang Wajib di Unduh Saat Melakukan Perjalanan Mudik Lebaran: Pemudik kini diuntungkan dengan kemajuan teknologi yang memberikan berbagai solusi praktis dalam merencanakan perjalanan mudik. Berikut aplikasi wajib diunduh https://t.co/ke3KymmDJz https://t.co/tBhbMHNcLS","1774453513780892099","https://pbs.twimg.com/media/GKAgET-bAAAk1x-.jpg","","in","Pulo Gadung, Indonesia","0","0","0","https://x.com/tvOneNews/status/1774453513780892099","55507370","tvOneNews"
"1772635084618645574","Sun Mar 31 15:06:06 +0000 2024","0","@loffiejisung Aku pendidikann teknologi informasi!! Ayo mutualan","1774453120392941586","","loffiejisung","in","","0","1","0","https://x.com/itz_sebesty/status/1774453120392941586","1335577718633627650","itz_sebesty"
"1774421274686804121","Sun Mar 31 15:03:45 +0000 2024","2","Faktanya kemajuan ilmu pengetahuan dan teknologi baru sampai seperti ini. Entah sekian tahun ke depan. Maka dalam situasi itu ada dua kemungkinan: - Mencoba sedapatnya memperpanjang useful life dari bio-machine ini hingga mengalami total failure secara alami.","1774452530992529785","","mx00711","in","","0","1","0","https://x.com/mx00711/status/1774452530992529785","1221737894957568000","mx00711"
"1774421274686804121","Sun Mar 31 15:01:46 +0000 2024","2","Persis ateis tentu lebih fokus bagaimana merayakan hidup dan membuat hidup ini berkualitas: hidup yang sehat damai sejahtera bahagia. Tapi bagaimana jika kondisi bio-machine itu sudah sedemikian mengalami deteriorisasi hingga sulit dipertahankan dengan teknologi saat ini??","1774452030427574393","","mx00711","in","","0","1","0","https://x.com/mx00711/status/1774452030427574393","1221737894957568000","mx00711"
"1774186086241272211","Sun Mar 31 15:00:32 +0000 2024","1","@sbmptnfess aku mau didoain nder bismillah reva Anindintha lolos snbt 2024 Keselamatan dan Kesehatan Kerja Universitas Indonesia atau Teknologi Pangan Insitut Pertanian Bogor aamiin allahuma aamiin","1774451720376267008","","sbmptnfess","in","","0","0","0","https://x.com/undersunrisee24/status/1774451720376267008","1533117321102778369","undersunrisee24"
"1774421274686804121","Sun Mar 31 14:58:23 +0000 2024","2","Sekian tahun ke depan mungkin sudah ada teknologi yg memungkinkan orang mati kapan saja dan dihidupkan lagi kapan saja sehingga kematian bukan lagi keniscayaan melainkan sekadar sebuah pilihan. Konsekuensinya? Dongeng ttg after life (surga/neraka/reinkarnasi) tidak laku lagi.","1774451180724502576","","mx00711","in","","0","1","0","https://x.com/mx00711/status/1774451180724502576","1221737894957568000","mx00711"
"1774421274686804121","Sun Mar 31 14:55:28 +0000 2024","2","Utas ini bisa panjang lebar tapi meskipun belum selesai harus kita batasi. Langsung ke poin tentang bagaimana dengan akhir hidup. Faktanya teknologi belum memungkinkan manusia membuat hidup selamanya dia masih tergantung pada 'useful life' dari bio-machine/tubuhnya.","1774450443705577934","","mx00711","in","","0","1","0","https://x.com/mx00711/status/1774450443705577934","1221737894957568000","mx00711"
"1774304569583120546","Sun Mar 31 14:53:14 +0000 2024","0","@niyiy Untuk meningkatkan inklusi keuangan yang lebih baik Indonesia berusaha untuk meningkatkan investasi di sektor teknologi keuangan","1774449883644383511","","niyiy","in","","0","0","0","https://x.com/shinta_rakhaa/status/1774449883644383511","1693900934714433536","shinta_rakhaa"
"1774253025139560923","Sun Mar 31 14:49:44 +0000 2024","0","@tanyakanrl Kaum2 goblok yg tak mengenal teknologi","1774449001078939950","","tanyakanrl","in","Jl.Ps.Kembang","0","0","0","https://x.com/ur_s1ster/status/1774449001078939950","2437321029","ur_s1ster"
"1774448604771717243","Sun Mar 31 14:48:09 +0000 2024","3","teknik industri-Institut Teknologi Sepuluh Nopember","1774448604771717243","","","in","","0","0","1","https://x.com/calonmabai85943/status/1774448604771717243","1733103137719013376","calonmabai85943"
"1774448440464081319","Sun Mar 31 14:47:30 +0000 2024","4","[snbt] plan a 1 : s1 statistika ipb 2 : s1 statistika unpad 3 : d4 teknologi rekayasa komputer ipb plan b 1 : s1 statistika ipb 2 : s1 matematika unpad 3 : d4 teknologi rekayasa komputer ipb plan c 1 : s1 statistika ipb 2 : s1 matematika upi 3 : d4 teknologi rekayasa (cont..)","1774448440464081319","","","in","kirim menfess 👉","0","1","0","https://x.com/snbtfess/status/1774448440464081319","1515005472146812932","snbtfess"
"1774448342652920115","Sun Mar 31 14:47:07 +0000 2024","0","STMIK Amik Riau Kini Menjadi Universitas Sains dan Teknologi Indonesia https://t.co/m1SMjsXuVf https://t.co/Mnp6km79Qn","1774448342652920115","https://pbs.twimg.com/media/GKAbXVwaYAALZK6.jpg","","in","Pekanbaru","0","0","0","https://x.com/FDayun/status/1774448342652920115","2835734779","FDayun"
"1774392989642850646","Sun Mar 31 14:45:57 +0000 2024","0","@Narasi_winda Teknologi idf sungguh luar biasa","1774448052268626098","","Narasi_winda","in","Indonesia\sTTS aasa ada","0","0","0","https://x.com/ParjumaTombak7/status/1774448052268626098","898051995793211392","ParjumaTombak7"
"1774447584767283554","Sun Mar 31 14:44:06 +0000 2024","0","Kali ini DAMRI sedang menjelajahi masa depan transportasi! Direktur Teknik dan Fasilitas DAMRI Arifin sedang meninjau teknologi Autonomous Rail Rapid Transit (ART) di China untuk nantinya diterapkan di IKN. #DAMRITinjauARTdiChina https://t.co/X2Y4PTdmaK","1774447584767283554","https://pbs.twimg.com/media/GKAarJ6asAAXKSy.jpg","","in","","0","0","0","https://x.com/Electrizen_tte/status/1774447584767283554","1640706090630529024","Electrizen_tte"
"1774416313101984091","Sun Mar 31 14:43:29 +0000 2024","0","@kumparan Yup setuju aja sih asalkan pendidikan berbasis teknologi bisa lebih dipenetrasikan lagi..","1774447428957327753","","kumparan","in","","0","0","0","https://x.com/Ramang91/status/1774447428957327753","967525893156388864","Ramang91"
"1774446524837367853","Sun Mar 31 14:39:53 +0000 2024","0","Meskipun matematika dan algoritma membentuk fondasi #Bitcoin keberanian untuk mempercayai dan mengadopsi teknologi baru membutuhkan hati yang berani. Karena di balik setiap inovasi ada mimpi yang dikejar dengan keberanian bukan hanya logika.","1774446524837367853","","","in","","0","0","0","https://x.com/anguswarangga/status/1774446524837367853","355397782","anguswarangga"
"1774433764929929508","Sun Mar 31 14:39:02 +0000 2024","0","@hydrate1029 teknologi pangan.. atau sejenisnya","1774446310726459545","","hydrate1029","in","","0","1","0","https://x.com/fuwanoulli/status/1774446310726459545","1714912882763427840","fuwanoulli"
"1774446212340756825","Sun Mar 31 14:38:39 +0000 2024","0","aku ambil pil 1 manajemen usu trus pil 2 teknologi informasi aman ga yaa ","1774446212340756825","","","in","","0","0","0","https://x.com/chiyoraay/status/1774446212340756825","1296083768965394432","chiyoraay"
"1768948887451017397","Sun Mar 31 14:35:54 +0000 2024","0","Kita bisa belajar untuk lebih berhati-hati menggunakan teknologi terutama dalam memosting sesuatu yg berkaitan dengan privacy. Buku ini juga mengingatkan kita untuk lebih peka pada keluarga. Apa yg terlihat di luar belum tentu itu yg sebenarnya dirasakan.","1774445519718236273","","dyahmuawiiyah","in","Batam, Indonesia","0","1","0","https://x.com/dyahmuawiiyah/status/1774445519718236273","244433129","dyahmuawiiyah"
"1774444702244409588","Sun Mar 31 14:32:39 +0000 2024","0","STMIK Amik Riau Kini Menjadi Universitas Sains dan Teknologi Indonesia https://t.co/DVluwK2Up0 https://t.co/ih1qyEeiwD","1774444702244409588","https://pbs.twimg.com/media/GKAYDdQasAAiVMF.jpg","","in","","0","0","0","https://x.com/TrcRiau/status/1774444702244409588","4839948194","TrcRiau"
"1774444639392772285","Sun Mar 31 14:32:24 +0000 2024","0","Davigo Space! Mengukir Prestasi Baru dengan Motor Listrik Berkualitas Tinggi dan Teknologi Sistem Pendingin Terkini https://t.co/TJq5DghnQ0 lewat @Otoinfo.id","1774444639392772285","","","in","","0","0","0","https://x.com/DrewaAl/status/1774444639392772285","1605375478952792067","DrewaAl"
"1774444605339238479","Sun Mar 31 14:32:16 +0000 2024","0","Pengusaha teknologi tinggi Leron Petrushka dan istrinya Naomi tewas secara misterius dalam kecelakaan pesawat di California Utara Amerika Serikat. Perusahaannya terlibat dalam penyediaan layanan teknologi tinggi kepada IDF dan rezim Zionis. https://t.co/CbfwZRuJti","1774444605339238479","https://pbs.twimg.com/ext_tw_video_thumb/1774444530798112768/pu/img/3syeGKOlbCNzesPN.jpg","","in","BL_Indonesia","0","0","0","https://x.com/EddieFisher_id/status/1774444605339238479","621924795","EddieFisher_id"
"1774238163411795990","Sun Mar 31 14:32:06 +0000 2024","0","@iic_a katanya buat si micro direbus dulu biar ukurannya bisa efektif ke filter tetep butuh modal beli teknologi filter nya :/ https://t.co/tKTBmaPhaF","1774444566864929145","","iic_a","in","","0","1","0","https://x.com/blackcurawong/status/1774444566864929145","1302967383582097411","blackcurawong"
"1774437923376758892","Sun Mar 31 14:31:51 +0000 2024","0","@ARSIPAJA memang udah beda jaman dulu lom ada teknologi hp semua ya seneng klo ngumpul ma temen2 di pramuka RIP tali temali","1774444501580579012","","ARSIPAJA","in","","0","0","0","https://x.com/terangijiwa/status/1774444501580579012","1685447374498635776","terangijiwa"
"1774304528567009444","Sun Mar 31 14:29:04 +0000 2024","0","@glamgoddess11 Presiden jokowi mendorong inovasi teknologi dan digitalisasi memperkuat sektor ekonomi digital dan membuka peluang baru untuk sektor kreatif dan jasa","1774443803468079183","","glamgoddess11","in","","0","0","0","https://x.com/syahla_nayara/status/1774443803468079183","1693834233553518592","syahla_nayara"
"1774439332733935964","Sun Mar 31 14:26:19 +0000 2024","0","Kuesioner Susenas Kor mencakup berbagai indikator diantaranya berkaitan dengan kependudukan pendidikan kesehatan fertilitas dan keluarga berencana perumahan teknologi informasi dan komunikasi kerawanan pangan dan perlindungan sosial.","1774443107809173906","","bpskabwonogiri","in","Wonogiri, Indonesia","0","0","0","https://x.com/bpskabwonogiri/status/1774443107809173906","969474609962561536","bpskabwonogiri"
"1774443051165077931","Sun Mar 31 14:26:05 +0000 2024","0","Gw bisa baca maps jalan2 sendiri juga modal gmaps aja bisa nyampe Tapj beda cerita kalo drivernya mbak gw dah jadi bego kayak gak pernah tau apa itu teknologi maps Dek coba buka maps dah auto langsung mohon kepada Allah SWT perlindungan dari caci maki","1774443051165077931","","","in","Neverland","0","0","0","https://x.com/wooheeyas/status/1774443051165077931","1154084561548005376","wooheeyas"
"1774442729067675946","Sun Mar 31 14:24:48 +0000 2024","0","Masalah Malaysia ni bila kita dah bina pendidikan yang menyasarkan pekerjaan teknologi tinggi negara kita pula tak mampu nak sediakan secukupnya pekerjaan itu. Rugilah... Kena ada orang buka kilang pusat R&amp;D yang menguntungkan.","1774442729067675946","","","in","9.81","0","1","0","https://x.com/najxmi/status/1774442729067675946","1103137591","najxmi"
"1774170987048976588","Sun Mar 31 14:20:04 +0000 2024","0","@sbmptnfess haiii sender aku mau dong semoga aku Salwa Aulia bisa diterima di UB jurusan teknologi pangan atau teknik pertanian dan biosistem jalur snbt Aamiin. semoga papah kamu lancar ya umroh nya selalu diberi kesehatan juga keberkahan lancar rezekinya terimakasih banyak ya sender","1774441535255531890","","sbmptnfess","in","Six Flags : Magic Mountain","0","1","0","https://x.com/sideoff06127/status/1774441535255531890","1290873879020228608","sideoff06127"
"1774440275806695436","Sun Mar 31 14:15:04 +0000 2024","0","Program TV Pendidikan terbitan Unit TV Pendidikan Pusat Teknologi Pendidikan Kementerian Pendidikan.","1774440279921271135","","MoEducation_BRN","in","Brunei","0","0","0","https://x.com/MoEducation_BRN/status/1774440279921271135","1853747910","MoEducation_BRN"
"1774439260361498818","Sun Mar 31 14:11:01 +0000 2024","6","Imbas Kembali DSA 96-Pengumuman penyusunan semula struktur pengurusan kelengkapan pertahanan dan juga bidang pendidikan dalam ketenteraan bertujuan meningkatkan keupayaan pertahanan negara pada tahap yang lebih optimum seiring dengan peredaran teknologi yang canggih dan terkini. https://t.co/KNrzEHHkWV","1774439260361498818","https://pbs.twimg.com/media/GKATGBtagAAYN_E.jpg","","in","Kuala Lumpur, MY","0","1","3","https://x.com/MINDEFMalaysia/status/1774439260361498818","216023937","MINDEFMalaysia"
"1774427829457015093","Sun Mar 31 14:04:36 +0000 2024","0","@ionet_official Terus berinovasi dan tetap menjadi yang terdepan dalam teknologi dan tren yang sedang berkembang dapat membuktikan https://t.co/VGWtBnIGlh di masa depan dan memastikan relevansinya dalam jangka panjang.","1774437642618490965","","RioMandalaPut10","in","","0","0","0","https://x.com/RioMandalaPut10/status/1774437642618490965","1212761915014823936","RioMandalaPut10"
"1774437346353811675","Sun Mar 31 14:03:26 +0000 2024","0","Makanya gaissss sebelum ngetweet pikir-pikir dulu dan searching yaa. Kan ada teknologi namanya google. Pake deh itu buat nyari tau sesuatu ","1774437348572578218","","baekprefecture","in","exo-ℓ only;kdrama enthusiant! ","0","0","0","https://x.com/baekprefecture/status/1774437348572578218","1014804980803371009","baekprefecture"
"1774437238593704242","Sun Mar 31 14:02:59 +0000 2024","13","Dukungan terhadap VISI @ton_blockchain datang dari Yolo Investments guys.. Sebuah perusahaan besar yang menekankan fokusnya pada game fintech #blockchain dan teknologi baru Dengan investasi $8 juta di $TON coin dan ekosistem #TON yang lebih luas","1774437238593704242","","","in","Batang, Indonesia","0","0","10","https://x.com/feemafaa/status/1774437238593704242","1629291534","feemafaa"
"1774436707091505651","Sun Mar 31 14:00:53 +0000 2024","0","pernah ga si kepikiran kira2 ada ga ya teknologi di dunia ini yg biaa ngehilangin rasa khawatir anxious negative thinking dll kita? kayak contohnya lu nulis sesuatu in somewhere trs nanti ada gelembung yg berisi all ur negative thoughts -","1774436707091505651","","","in","Malang, Jawa Timur","0","1","0","https://x.com/nabilarianip20/status/1774436707091505651","1167209817426948096","nabilarianip20"
"1774436433224462692","Sun Mar 31 13:59:47 +0000 2024","1","Ini kayaknya dying art ya. Dimatikan oleh teknologi..","1774436433224462692","","","in","Here","0","0","0","https://x.com/Pak_Irv/status/1774436433224462692","1287925819755491328","Pak_Irv"
"1774363502372925632","Sun Mar 31 13:59:33 +0000 2024","1","@Didi_margo @bdleonanda Jangan lupa juga ajak Iran dan China biar bisa berbagi teknologi","1774436373912838151","","Didi_margo","in","Thailand Bangkok","0","0","0","https://x.com/Dublin2Eric/status/1774436373912838151","1352528309750439936","Dublin2Eric"
